priority,raw_row,legacy_id,supplier_name,raw_city,raw_state,raw_website,normalized_domain,access_meta_type,access_meta_url,candidate_url,conflict_codes,verification_status,review_reason
5,45,82,Emerald Forest Tropicals,Homestead,FL,emeraldforesttropicals.com,emeraldforesttropicals.com,quote,,https://emeraldforesttropicals.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,46,83,Holt Nurseries,Apopka,FL,holtnurseries.com,holtnurseries.com,quote,,https://holtnurseries.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,47,93,Knox Horticulture,Winter Garden,FL,knoxhort.com,knoxhort.com,quote,,https://knoxhort.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,48,98,Morning Dew Tropical Plants,Delray Beach,FL,morningdewtropical.com,morningdewtropical.com,quote,,https://morningdewtropical.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,49,103,Aldershot Greenhouses,Burlington,ON,agl.ca,agl.ca,quote,,https://agl.ca,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,50,105,NVK Nurseries,West Flamborough,ON,nvknurseries.com,nvknurseries.com,quote,,https://nvknurseries.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,51,109,Spring Meadow Nursery,Grand Haven,MI,springmeadownursery.com,springmeadownursery.com,quote,https://springmeadownursery.com/pages/catalog-request/,https://springmeadownursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,54,114,Sun Gro Horticulture (Fafard),Multiple,Regional,sungro.com,sungro.com,quote,https://www.sungro.com/,https://sungro.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,55,120,Minders Nursery,Lancaster,PA,mindersgroundcover.com,mindersgroundcover.com,quote,,https://mindersgroundcover.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,57,122,Rosedale Growers,Quakertown,PA,rosedalegrowers.com,rosedalegrowers.com,quote,,https://rosedalegrowers.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,59,124,Kline's Tree Farm,Carrolltown,PA,klinestreefarm.com,klinestreefarm.com,quote,,https://klinestreefarm.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,60,125,Brown's Tree Farm,Muncy,PA,brownstreefarm.com,brownstreefarm.com,quote,,https://brownstreefarm.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,61,126,Adams County Nursery,Aspers,PA,acnursery.com,acnursery.com,quote,https://acnursery.com/pricing/,https://acnursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,62,127,Boyer Nurseries & Orchards,Biglerville,PA,boyernurseries.com,boyernurseries.com,quote,,https://boyernurseries.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,63,128,Frysville Farms,Ephrata,PA,frysvillefarms.com,frysvillefarms.com,quote,,https://frysvillefarms.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,66,131,Esbenshade's Greenhouses,Lititz,PA,esbenshades.com,esbenshades.com,quote,,https://esbenshades.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,67,132,Moyers Mum Farm,Jonestown,PA,moyersmumfarm.squarespace.com,moyersmumfarm.squarespace.com,quote,,https://moyersmumfarm.squarespace.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,68,133,Holly Hill Farms,Earleville,MD,hollyhillfarms.net,hollyhillfarms.net,quote,,https://hollyhillfarms.net,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,69,134,New Blooms Greenhouse,Duncannon,PA,newbloomsgreenhouse.com,newbloomsgreenhouse.com,quote,,https://newbloomsgreenhouse.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,70,135,Holly Days Nursery,Lower Gwynedd,PA,hollydaysnursery.com,hollydaysnursery.com,quote,,https://hollydaysnursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,71,136,Splash Plants,York,PA,splashplants.com,splashplants.com,login,,https://splashplants.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,72,140,Raemelton Farm,Adamstown,MD,raemelton.com,raemelton.com,quote,,https://raemelton.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,73,141,Cavano's Perennials,Kingsville,MD,cavanos.com,cavanos.com,quote,,https://cavanos.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,74,142,Ecotone Native Nursery,Baldwin,MD,ecotoneinc.com,ecotoneinc.com,quote,,https://ecotoneinc.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,75,143,Sun Nurseries,Woodbine,MD,sunnurseries.com,sunnurseries.com,quote,,https://sunnurseries.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,76,144,Kollar Nursery,Pylesville,MD,kollarnursery.com,kollarnursery.com,quote,,https://kollarnursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,77,145,Bell Nursery,Burtonsville,MD,bellnursery.com,bellnursery.com,quote,,https://bellnursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,78,146,Maryland Aquatic Nurseries,Jarrettsville,MD,marylandaquatic.com,marylandaquatic.com,quote,,https://marylandaquatic.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,79,147,Patuxent Nursery,Bowie,MD,patuxentnursery.com,patuxentnursery.com,login,https://www.patuxentnursery.com/contractor-application,https://patuxentnursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,80,160,Bruce Jensen Nurseries,Apopka,FL,bjnplants.com,bjnplants.com,quote,,https://bjnplants.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,81,161,Wekiwa Gardens,Apopka,FL,wekiwagardens.com,wekiwagardens.com,quote,,https://wekiwagardens.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,82,162,Biostok Foliage,Apopka,FL,biostok.com,biostok.com,login,https://biostok.com/pages/wholesale-ordering-process,https://biostok.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,83,163,Redland Nursery,Homestead,FL,redlandnursery.com,redlandnursery.com,quote,,https://redlandnursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,84,164,Sunshine Tropical Foliage,Homestead,FL,sunshinetropical.com,sunshinetropical.com,quote,,https://sunshinetropical.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,86,166,Plant Life Farms,Homestead,FL,plantlifefarms.com,plantlifefarms.com,login,https://www.plantlifefarms.com/Sign-In,https://plantlifefarms.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,87,167,Bernecker's Nursery,Miami,FL,berneckers.com,berneckers.com,quote,,https://berneckers.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,88,168,Native Tree Nursery,Homestead,FL,nativetreenursery.com,nativetreenursery.com,quote,,https://nativetreenursery.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,89,169,Mid Florida Nurseries,Plant City,FL,midfloridanurseries.com,midfloridanurseries.com,quote,,https://midfloridanurseries.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,90,175,Rockwell Farms,Rockwell,NC,rockwellfarms.com,rockwellfarms.com,quote,,https://rockwellfarms.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,91,176,Acorn Farms,Galena,OH,acornfarms.com,acornfarms.com,login,https://www.acornfarms.com/responsive/velocity/15AFlogin.html,https://acornfarms.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
5,92,177,Dickman Farms,Auburn,NY,dickmanfarms.com,dickmanfarms.com,quote,,https://dickmanfarms.com,supplier_without_adapter,needs_review,Raw dashboard row has not yet been independently verified against official source evidence; keep out of canonical dashboard views until reviewed.
